"ptrOffset"	"ptrBytes"	"strOffset"	"strBytes"	"strText"	"translation"
"0001A56A"	"6333"	"00020343"	"26 41 24 38 38 42 0 18 28 205 34 24 55 58 32 254 25 61 201 19 226 34 192 0 18 15 240 18 17 56 47 29 1"	"このくにには　いしでつくられた
けんぞうぶつが　いっぱいあります。"	""
"0001A56C"	"6355"	"00020365"	"18 28 205 34 24 55 58 32 51 41 41 37 22 38 0 18 47 202 38 254 37 201 36 37 15 35 18 57 51 41 192 0 32 24 27 61 254 41 26 15 35 18 47 29 1"	"いしでつくられたもののなかに　いまだに
なぞとなっているものが　たくさん
のこっています。"	""
"0001A56E"	"6383"	"00020393"	"18 30 23 36 18 20 224 0 37 61 55 22 41 0 28 22 25 192 254 28 35 17 57 22 55 0 33 13 19 18 29 57 26 36 202 40 1"	"いせきといえば　なんらかの　しかけが
してあるから　ちゅういすることだね。"	""
"0001A570"	"63A9"	"000203B9"	"18 30 23 38 42 0 32 22 55 51 41 192 17 57 15 35 23 24 25 206 254 46 61 36 19 38 0 17 57 41 22 37 7 1"	"いせきには　たからものがあるってきくけど
ほんとうに　あるのかなぁ。"	""
"0001A572"	"63CC"	"000203DC"	"37 61 205 51 0 26 61 206 42 15 24 34 27 58 32 0 18 30 23 42 254 33 22 34 19 59 37 61 22 192 0 17 57 55 28 18 54 1"	"なんでも　こんどはっくつされた　いせきは
ちかつうろなんかが　あるらしいよ。"	""
"0001A574"	"63F3"	"00020403"	"47 202 0 18 30 23 6 0 42 15 24 34 33 13 19 37 61 202 1"	"まだ　いせきを　はっくつちゅうなんだ。"	""
"0001A576"	"6407"	"00020417"	"52 15 36 23 32 40 1 254 26 58 22 55 0 27 23 42 0 37 38 192 21 26 57 22 254 60 22 55 37 18 201 1 0 23 6 34 25 35 0 18 23 32 47 20 1"	"やっときたね。
これから　さきは　なにがおこるか
わからないぞ。　きをつけて　いきたまえ。"	""
"0001A578"	"6435"	"00020445"	"17 41 0 30 23 224 61 41 28 12 28 61 6 36 15 35 24 58 1"	"あの　せきばんのしゃしんをとってくれ。"	""
"0001A57A"	"6449"	"00020459"	"18 30 23 41 28 22 25 6 0 22 60 28 37 192 55 0 37 61 36 22 254 32 22 55 51 41 41 28 12 28 61 6 0 36 56 47 28 14 19 1"	"いせきのしかけを　かわしながら　なんとか
たからもののしゃしんを　とりましょう。"	""
"0001A57C"	"6472"	"00020482"	"18 30 23 41 28 22 25 37 61 22 38 0 47 25 55 58 37 18 60 65 254 200 15 32 18 0 32 22 55 51 41 6 0 48 34 25 35 52 57 60 65"	"いせきのしかけなんかに　まけられないわ！
ぜったい　たからものを　みつけてやるわ！"	""
"0001A57E"	"649C"	"000204AC"	"37 61 36 22 0 32 22 55 51 41 6 0 48 34 25 57 26 36 192 254 205 23 32 1 0 31 26 38 42 0 48 32 26 36 41 37 18 51 198 205 254 46 55 58 32 0 18 33 47 18 41 30 23 224 61 192 17 15 32 1"	"なんとか　たからものを　みつけることが
できた。　そこには　みたことのないもじで
ほられた　いちまいのせきばんがあった。"	""
"0001A580"	"64D9"	"000204E9"	"30 23 224 61 6 0 35 38 18 58 32 1"	"せきばんを　てにいれた。"	""
"0001A582"	"64E6"	"000204F6"	"30 23 224 61 202 15 35 65 0 28 22 51 37 201 41 51 198 192 254 46 15 35 17 57 202 36 143 254 26 58 42 0 29 196 18 0 42 15 25 61 198 12 37 18 22 65"	"せきばんだって！　しかもなぞのもじが
ほってあるだと？
これは　すごい　はっけんじゃないか！"	""
"0001A584"	"6515"	"00020525"	"27 15 31 24 0 197 15 28 28 12 38 0 51 206 15 35 254 26 41 36 24 28 13 19 6 0 24 61 205 24 58 1"	"さっそく　ざっししゃに　もどって
このとくしゅうを　くんでくれ。"	""
"0001A586"	"6536"	"00020546"	"42 52 24 0 18 30 23 41 26 36 6 0 21 28 20 35 24 58 65"	"はやく　いせきのことを　おしえてくれ！"	""
"0001A588"	"654A"	"0002055A"	"54 24 192 61 224 15 32 65 0 198 34 42 0 26 47 15 32 26 36 192 254 17 57 61 202 25 58 206 0 104 245 80 121 45 28 12 28 61 6 254 36 56 38 18 24 42 199 202 15 32 86 114 119 111 125 192 0 25 192 6"	"よくがんばった！　じつは　こまったことが
あるんだけれど　ネパールへしゃしんを
とりにいくはずだったカメラマンが　けがを"	""
"0001A58A"	"6587"	"00020597"	"28 35 0 18 25 37 24 37 15 32 61 202 1 0 31 26 205 23 48 38 254 84 232 122 93 100 197 61 41 0 28 12 28 61 6 0 36 15 35 23 35 254 51 55 18 32 18 1"	"して　いけなくなったんだ。　そこできみに
エベレストざんの　しゃしんを　とってきて
もらいたい。"	""
"0001A58C"	"65B8"	"000205C8"	"206 19 51 0 84 232 122 93 100 197 61 6 0 19 34 29 54 35 18 41 254 86 114 119 111 125 192 0 25 192 6 28 32 55 28 24 35 185 185 185 1"	"どうも　エベレストざんを　うつすよていの
カメラマンが　けがをしたらしくて・・・。"	""
"0001A58E"	"65E2"	"000205F2"	"26 61 206 41 0 28 196 36 42 0 172 175 6 0 36 35 51 254 43 34 54 19 36 29 57 201 1"	"こんどの　しごとは　体力を　とても
ひつようとするぞ。"	""
"0001A590"	"65FE"	"0002060E"	"26 61 206 41 0 28 196 36 42 0 93 96 79 108 192 254 43 34 54 19 205 29 1 254 104 245 80 121 41 46 19 205 0 17 34 50 35 24 202 27 18 1"	"こんどの　しごとは　スタッフが
ひつようです。
ネパールのほうで　あつめてください。"	""
"0001A592"	"6629"	"00020639"	"52 7 0 47 32 17 61 32 22 18 143 0 26 61 206 42 0 52 47 38 254 41 228 57 61 202 15 35 143 0 52 50 36 23 37 1 254 25 192 29 57 202 25 202 54 1"	"やぁ　またあんたかい？　こんどは　やまに
のぼるんだって？　やめときな。
けがするだけだよ。"	""
"0001A594"	"6658"	"00020668"	"52 47 38 41 228 57 61 202 15 35 143 0 202 15 32 55 208 82 222 192 254 43 34 54 19 202 22 55 0 36 38 22 24 0 173 174 6 254 17 195 35 0 30 15 36 24 29 57 26 36 202 40 1"	"やまにのぼるんだって？　だったらガイドが
ひつようだから　とにかく　信用を
あげて　せっとくすることだね。"	""
"0001A596"	"668E"	"0002069E"	"52 47 38 41 228 57 38 42 0 22 37 56 41 0 172 175 192 254 43 34 54 19 202 54 1"	"やまにのぼるには　かなりの　体力が
ひつようだよ。"	""
"0001A598"	"66A8"	"000206B8"	"104 245 80 121 33 12 6 24 58 32 55 0 18 18 51 41 17 195 57 1"	"ネパールちゃをくれたら　いいものあげる。"	""
"0001A59A"	"66BD"	"000206CD"	"60 80 18 65 0 17 56 192 36 19 1 254 22 60 56 38 0 47 54 25 41 21 47 51 56 6 0 17 195 57 54 1"	"わーい！　ありがとう。
かわりに　まよけのおまもりを　あげるよ。"	""
"0001A59C"	"66DE"	"000206EE"	"47 54 25 41 21 47 51 56 6 0 35 38 18 58 32 1"	"まよけのおまもりを　てにいれた。"	""
"0001A59E"	"66EF"	"000206FF"	"34 55 18 26 36 192 0 17 15 32 55 0 21 47 51 56 6 254 34 22 19 26 36 202 40 1"	"つらいことが　あったら　おまもりを
つかうことだね。"	""
"0001A5A0"	"670A"	"0002071A"	"21 58 42 0 52 47 41 228 56 41 208 82 222 6 28 35 18 57 61 202 1 254 18 47 42 0 92 80 215 125 85 108 202 22 55 0 52 47 41 228 56 41 254 23 30 34 38 37 15 32 55 0 26 26 45 21 18 205 1"	"おれは　やまのぼりのガイドをしているんだ。
いまは　シーズンオフだから　やまのぼりの
きせつになったら　ここへおいで。"	""
"0001A5A2"	"6746"	"00020756"	"21 58 38 0 208 82 222 6 0 28 35 46 28 18 15 35 143 254 130 128 126 127 42 55 15 35 24 58 32 55 0 22 61 192 20 35 254 52 15 35 51 18 18 37 1 0 42 55 19 22 18 143"	"おれに　ガイドを　してほしいって？
２０万円はらってくれたら　かんがえて
やってもいいな。　はらうかい？"	""
"0001A5A4"	"677B"	"0002078B"	"21 58 42 0 18 33 56 13 19 41 43 36 38 28 22 0 208 82 222 6 254 28 37 18 201 65 0 17 61 32 192 0 18 33 56 13 19 41 19 205 6 254 51 15 35 18 57 22 0 48 30 24 58 54 1"	"おれは　いちりゅうのひとにしか　ガイドを
しないぞ！　あんたが　いちりゅうのうでを
もっているか　みせくれよ。"	""
"0001A5A6"	"67B3"	"000207C3"	"205 37 21 28 35 23 37 65"	"でなおしてきな！"	""
"0001A5A8"	"67BC"	"000207CC"	"208 82 222 41 43 36 38 0 17 37 32 41 86 114 119 41 19 205 6 254 48 30 35 52 56 47 28 14 19 65"	"ガイドのひとに　あなたのカメラのうでを
みせてやりましょう！"	""
"0001A5AA"	"67DB"	"000207EB"	"60 32 28 41 19 205 6 48 30 35 0 208 82 222 41 43 36 6 254 17 15 36 18 60 30 35 52 57 61 202 22 55 65"	"わたしのうでをみせて　ガイドのひとを
あっといわせてやるんだから！"	""
"0001A5AC"	"67FD"	"0002080D"	"27 7 0 42 52 24 84 232 122 93 100 197 61 41 46 19 45 254 18 26 19 1"	"さぁ　はやくエベレストざんのほうへ
いこう。"	""
"0001A5AE"	"6814"	"00020824"	"26 26 22 55 27 23 42 0 84 232 122 93 100 197 61 202 1 254 52 47 6 41 228 57 38 42 0 208 82 222 41 43 36 192 254 34 18 35 18 37 18 36 0 41 228 58 37 18 54 1"	"ここからさきは　エベレストざんだ。
やまをのぼるには　ガイドのひとが
ついていないと　のぼれないよ。"	""
"0001A5B0"	"6847"	"00020857"	"26 58 22 55 0 52 47 38 41 228 57 41 22 18 143 254 23 6 34 25 35 18 23 37 1"	"これから　やまにのぼるのかい？
きをつけていきな。"	""
"0001A5B2"	"6861"	"00020871"	"48 196 36 0 84 232 122 93 100 197 61 41 0 27 34 20 18 6 254 30 18 26 19 27 30 47 28 14 19 65"	"みごと　エベレストざんの　さつえいを
せいこうさせましょう！"	""
"0001A5B4"	"6880"	"00020890"	"17 18 35 42 0 28 200 61 31 41 51 41 202 22 55 254 198 13 19 226 61 0 33 13 19 18 28 37 25 58 224 40 1"	"あいては　しぜんそのものだから
じゅうぶん　ちゅういしなければね。"	""
"0001A5B6"	"68A2"	"000208B2"	"84 232 122 93 100 197 61 41 0 28 12 28 61 6 0 36 57 38 42 254 51 15 36 0 172 175 6 0 34 25 37 18 36 254 202 50 202 54 1"	"エベレストざんの　しゃしんを　とるには
もっと　体力を　つけないと
だめだよ。"	""
"0001A5B8"	"68CA"	"000208DA"	"27 34 20 18 33 13 19 38 0 18 59 18 59 106 247 102 125 210 192 254 21 23 57 22 55 0 104 245 80 121 41 43 36 38 0 51 55 15 32 254 21 47 51 56 6 0 34 22 20 224 0 19 47 24 18 24 54 1"	"さつえいちゅうに　いろいろハプニングが
おきるから　ネパールのひとに　もらった
おまもりを　つかえば　うまくいくよ。"	""
"0001A5BA"	"6905"	"00020915"	"84 232 122 93 100 197 61 41 0 28 12 28 61 6 0 36 57 38 42 254 172 175 6 34 25 35 0 104 245 80 121 205 51 55 15 32 254 21 47 51 56 6 0 34 22 20 224 0 19 47 24 18 24 54 1"	"エベレストざんの　しゃしんを　とるには
体力をつけて　ネパールでもらった
おまもりを　つかえば　うまくいくよ。"	""
"0001A5BC"	"693D"	"0002094D"	"253 0 42 0 84 232 122 93 100 197 61 41 0 27 34 20 18 38 254 30 18 26 19 28 32 1 254 22 41 198 14 42 0 26 58 22 55 51 30 22 18 41 17 33 26 33 205"	"[FD 00]は　エベレストざんの　さつえいに
せいこうした。
かのじょは　これからもせかいのあちこちで"	""
"0001A5BE"	"696D"	"0002097D"	"27 47 197 47 37 28 12 28 61 6 36 57 202 59 19 1 254 86 114 119 36 36 51 38 228 19 25 61 38 22 25 32 0 253 0 41 254 198 61 30 18 51 0 18 47 0 42 198 47 15 32 224 22 56 202 1"	"さまざまなしゃしんをとるだろう。
カメラとともにぼうけんにかけた　[FD 00]の
じんせいも　いま　はじまったばかりだ。"	""
"0001A5C0"	"69A6"	"000209B6"	"253 0 42 4 253 4 202 25 4 249 82 125 100 41 32 22 18 254 28 12 28 61 6 19 34 28 32 1"	"[FD 00]は、[FD 04]だけ、ポイントのたかい
しゃしんをうつした。"	""
"0001A5C2"	"69C3"	"000209D3"	"25 15 35 18 35 23 28 13 61 22 61 65 254 253 0 42 4 253 5 202 25 249 82 125 100 41 32 22 18 254 28 12 28 61 6 19 34 28 32 1"	"けっていてきしゅんかん！
[FD 00]は、[FD 05]だけポイントのたかい
しゃしんをうつした。"	""
"0001A5C4"	"69EC"	"000209FC"	"28 22 28 4 108 72 121 113 6 18 58 60 29 58 35 18 32 1"	"しかし、フィルムをいれわすれていた。"	""
"0001A5C6"	"69FF"	"00020A0F"	"28 22 28 4 246 125 100 192 17 60 199 4 228 25 35 28 47 15 32 1"	"しかし、ピントがあわず、ぼけてしまった。"	""
"0001A5C8"	"6A14"	"00020A24"	"28 22 28 4 92 76 79 96 80 93 246 80 222 6 47 33 192 20 35 254 28 47 15 32 1"	"しかし、シャッタースピードをまちがえて
しまった。"	""
"0001A5CA"	"6A2E"	"00020A3E"	"28 22 28 4 96 79 97 41 27 205 4 22 24 58 35 254 28 47 15 35 18 32 1"	"しかし、タッチのさで、かくれて
しまっていた。"	""
"0001A5CC"	"6A46"	"00020A56"	"28 22 28 4 108 119 79 92 77 6 32 24 41 6 60 29 58 35 254 18 32 1"	"しかし、フラッシュをたくのをわすれて
いた。"	""
"0001A5CE"	"6A5D"	"00020A6D"	"28 22 28 4 122 125 215 87 76 79 247 192 4 22 226 27 58 32 254 47 47 202 15 32 1"	"しかし、レンズキャップが、かぶされた
ままだった。"	""
"0001A5D0"	"6A77"	"00020A87"	"28 22 28 4 31 41 17 36 43 28 12 32 18 6 27 192 28 47 60 56 254 34 22 58 35 28 47 15 32 1"	"しかし、そのあとひしゃたいをさがしまわり
つかれてしまった。"	""
"0001A5D2"	"6A96"	"00020AA6"	"28 22 28 4 19 34 29 96 82 112 125 210 192 17 60 37 18 1"	"しかし、うつすタイミングがあわない。"	""
"0001A5D4"	"6AA9"	"00020AB9"	"28 22 28 4 17 28 6 44 48 42 199 28 35 4 26 59 192 56 21 33 254 35 28 47 15 32 1"	"しかし、あしをふみはずして、ころがりおち
てしまった。"	""
"0001A5D6"	"6AC5"	"00020AD5"	"31 41 17 36 4 52 47 6 41 228 57 100 122 80 102 125 210 6 254 27 30 55 58 32 1"	"そのあと、やまをのぼるトレーニングを
させられた。"	""
"0001A5D8"	"6ADF"	"00020AEF"	"23 192 34 24 36 4 18 30 23 41 37 22 192 4 27 49 24 254 37 15 35 23 32 1"	"きがつくと、いせきのなかが、さむく
なってきた。"	""
"0001A5DA"	"6AF8"	"00020B08"	"28 22 28 4 27 49 27 205 40 49 24 37 15 35 23 32 1"	"しかし、さむさでねむくなってきた。"	""
"0001A5DC"	"6B0A"	"00020B1A"	"28 22 28 4 18 18 28 12 28 61 192 36 58 37 22 15 32 1"	"しかし、いいしゃしんがとれなかった。"	""
"0001A5DE"	"6B1D"	"00020B2D"	"28 22 28 4 246 125 100 192 17 60 37 18 1"	"しかし、ピントがあわない。"	""
"0001A5E0"	"6B2B"	"00020B3B"	"28 22 28 4 37 15 36 24 18 24 28 12 28 61 205 42 254 37 22 15 32 1"	"しかし、なっとくいくしゃしんでは
なかった。"	""
"0001A5E2"	"6B42"	"00020B52"	"28 22 28 4 31 26 18 55 198 13 19 41 51 41 6 4 22 15 35 38 254 27 60 15 32 41 205 4 33 14 19 27 32 18 18 61 38 254 28 22 55 58 35 28 47 15 32 1"	"しかし、そこいらじゅうのものを、かってに
さわったので、ちょうさたいいんに
しかられてしまった。"	""
"0001A5E4"	"6B73"	"00020B83"	"28 22 28 4 208 82 222 41 18 19 26 36 6 23 22 199 4 254 22 15 35 38 41 228 56 34 204 25 35 18 57 1"	"しかし、ガイドのいうことをきかず、
かってにのぼりつづけている。"	""
"0001A5E6"	"6B94"	"00020BA4"	"28 22 28 4 36 15 32 108 72 121 113 6 21 36 28 35 254 28 47 15 32 1"	"しかし、とったフィルムをおとして
しまった。"	""
"0001A5E8"	"6BAB"	"00020BBB"	"28 22 28 4 86 114 119 192 26 60 58 35 28 47 15 32 1"	"しかし、カメラがこわれてしまった。"	""
"0001A5EA"	"6BBD"	"00020BCD"	"28 22 28 4 93 100 123 233 192 34 22 37 18 1"	"しかし、ストロボがつかない。"	""
"0001A5EC"	"6BCC"	"00020BDC"	"28 22 28 4 51 19 108 72 121 113 192 37 18 1"	"しかし、もうフィルムがない。"	""
"0001A5EE"	"6BDB"	"00020BEB"	"28 22 28 4 194 19 200 61 28 22 25 35 17 15 32 60 37 38 4 254 43 15 22 22 15 35 28 47 15 32 1"	"しかし、ぐうぜんしかけてあったわなに、
ひっかかってしまった。"	""
"0001A5F0"	"6BFB"	"00020C0B"	"28 22 28 4 44 226 23 205 4 18 15 244 51 19 196 25 37 24 254 37 15 32 1"	"しかし、ふぶきで、いっぽもうごけなく
なった。"	""
"0001A5F2"	"6C13"	"00020C23"	"28 22 28 4 122 125 215 38 53 23 192 34 18 35 18 32 1"	"しかし、レンズにゆきがついていた。"	""
"0001A5F4"	"6C25"	"00020C35"	"2 54 28 4 54 28 65 18 18 205 23 65 65 3"	"『よし、よし！いいでき！！』"	""
"0001A5F6"	"6C34"	"00020C44"	"2 22 61 243 23 202 60 185 185 185 65 3"	"『かんぺきだわ・・・！』"	""
"0001A5F8"	"6C41"	"00020C51"	"92 76 79 96 80 97 76 125 93 205 29 54 185 185 185 65"	"シャッターチャンスですよ・・・！"	""
"0001A5FA"	"6C52"	"00020C62"	"26 41 27 23 38 42 4 18 30 23 192 17 56 47 29 1 254 18 34 0 202 58 192 34 24 15 32 22 42 0 60 22 56 47 30 61 1"	"このさきには、いせきがあります。
いつ　だれがつくったかは　わかりません。"	""
"0001A5FC"	"6C78"	"00020C88"	"26 26 42 0 197 15 28 28 12 205 29 1 254 21 51 38 0 112 93 99 120 80 197 15 28 6 0 28 13 15 240 61 254 28 35 18 47 29 1"	"ここは　ざっししゃです。
おもに　ミステリーざっしを　しゅっぱん
しています。"	""
"0001A5FE"	"6CA0"	"00020CB0"	"26 26 42 0 202 18 192 24 205 29 1"	"ここは　だいがくです。"	""
"0001A600"	"6CAC"	"00020CBC"	"26 26 55 17 32 56 41 18 20 205 0 54 24 165 150 159 6 254 51 24 195 23 28 47 29 1"	"ここらあたりのいえで　よくＵＦＯを
もくげきします。"	""
"0001A602"	"6CC7"	"00020CD7"	"26 26 42 0 52 47 196 52 205 29 1"	"ここは　やまごやです。"	""
"0001A604"	"6CD3"	"00020CE3"	"26 26 42 0 208 82 222 41 18 20 205 29 1"	"ここは　ガイドのいえです。"	""
"0001A606"	"6CE1"	"00020CF1"	"26 206 51 41 26 59 42 0 54 24 247 123 122 93 41 224 61 194 48 6 254 48 32 56 0 247 123 122 93 196 15 26 6 28 32 15 25 185 185 185 254 31 28 35 18 47 42 0 34 54 24 37 56 32 18 36 21 51 15 35"	"こどものころは　よくプロレスのばんぐみを
みたり　プロレスごっこをしたっけ・・・
そしていまは　つよくなりたいとおもって"	""
"0001A608"	"6D1E"	"00020D2E"	"247 123 122 93 192 15 26 19 38 0 42 18 15 32 61 202 65 254 206 61 37 38 34 55 24 0 24 57 28 24 15 35 51 254 30 22 18 18 33 34 54 18 21 36 26 38 37 15 35 52 57 200 65"	"プロレスがっこうに　はいったんだ！
どんなにつらく　くるしくっても
せかいいちつよいおとこになってやるぜ！"	""
"0001A60A"	"6D54"	"00020D64"	"247 123 122 93 119 80 38 37 57 38 42 0 47 199 0 247 123 122 93 254 214 113 41 0 38 13 19 51 61 99 93 100 6 28 47 28 14 19 1 254 36 38 22 24 0 172 175 41 0 249 82 125 100 6"	"プロレスラーになるには　まず　プロレス
ジムの　にゅうもんテストをしましょう。
とにかく　体力の　ポイントを"	""
"0001A60C"	"6D8B"	"00020D9B"	"17 195 57 26 36 6 0 21 29 29 50 28 47 29 1"	"あげることを　おすすめします。"	""
"0001A60E"	"6D9B"	"00020DAB"	"22 55 202 6 23 32 20 57 38 42 0 93 249 80 98 214 113 205 254 23 32 20 32 46 19 192 0 35 15 36 56 224 52 18 201 1"	"からだをきたえるには　スポーツジムで
きたえたほうが　てっとりばやいぞ。"	""
"0001A610"	"6DC0"	"00020DD0"	"247 123 122 93 214 113 41 38 13 19 51 61 99 93 100 36 18 15 35 51 254 17 58 42 0 46 36 61 206 0 172 175 99 93 100 202 40 1 254 33 22 55 41 37 18 51 41 42 0 202 34 55 24 29 57 54 1"	"プロレスジムのにゅうもんテストといっても
あれは　ほとんど　体力テストだね。
ちからのないものは　だつらくするよ。"	""
"0001A612"	"6DFA"	"00020E0A"	"23 48 42 0 18 18 50 6 28 35 18 57 40 1 254 43 14 15 36 28 32 55 0 28 14 19 55 18 0 21 21 51 41 41 254 122 93 119 80 38 0 37 57 22 51 0 28 58 37 18 37 1"	"きみは　いいめをしているね。
ひょっとしたら　しょうらい　おおものの
レスラーに　なるかも　しれないな。"	""
"0001A614"	"6E2F"	"00020E3F"	"247 123 122 93 214 113 41 38 13 19 51 61 99 93 100 38 254 196 19 22 24 28 37 18 36 0 247 123 122 93 119 80 38 254 37 58 37 18 54 1"	"プロレスジムのにゅうもんテストに
ごうかくしないと　プロレスラーに
なれないよ。"	""
"0001A616"	"6E58"	"00020E68"	"247 123 122 93 214 113 41 0 38 13 19 51 61 99 93 100 38 254 196 19 22 24 28 32 55 0 47 32 0 26 26 45 21 18 205 1"	"プロレスジムの　にゅうもんテストに
ごうかくしたら　また　ここへおいで。"	""
"0001A618"	"6E7D"	"00020E8D"	"27 7 0 26 58 22 55 0 38 13 19 51 61 99 93 100 6 254 42 198 50 57 201 1 254 88 120 81 205 23 37 23 12 0 122 93 119 80 52 50 33 47 18 37 65"	"さぁ　これから　にゅうもんテストを
はじめるぞ。
クリアできなきゃ　レスラーやめちまいな！"	""
"0001A61A"	"6EAB"	"00020EBB"	"172 175 41 0 17 57 36 26 59 6 48 30 35 0 214 113 41 254 100 122 80 101 80 6 0 17 15 36 18 60 30 57 61 202 65"	"体力の　あるところをみせて　ジムの
トレーナーを　あっといわせるんだ！"	""
"0001A61C"	"6ECF"	"00020EDF"	"122 93 119 80 38 0 37 58 57 22 37 58 37 18 22 42 0 26 41 254 99 93 100 38 0 22 22 15 35 18 57 61 202 65"	"レスラーに　なれるかなれないかは　この
テストに　かかっているんだ！"	""
"0001A61E"	"6EF2"	"00020F02"	"26 58 24 55 18 205 23 35 0 36 19 200 61 202 1 254 34 193 42 0 43 59 28 47 32 18 18 24 22 61 205 0 28 17 18 6 254 29 57 201 65 0 51 15 36 0 172 175 6 34 25 59 54 65"	"これくらいできて　とうぜんだ。
つぎは　ひろしまたいいくかんで　しあいを
するぞ！　もっと　体力をつけろよ！"	""
"0001A620"	"6F29"	"00020F39"	"221 230 77 80 30 61 205 0 47 25 57 36 0 26 41 27 23 19 47 24 254 52 15 35 18 25 37 18 54 1"	"デビューせんで　まけると　このさきうまく
やっていけないよ。"	""
"0001A622"	"6F48"	"00020F58"	"42 15 23 56 18 21 19 65 0 247 123 122 93 119 80 38 254 43 34 54 19 37 51 41 42 0 172 175 202 25 202 1"	"はっきりいおう！　プロレスラーに
ひつようなものは　体力だけだ。"	""
"0001A624"	"6F69"	"00020F79"	"38 13 19 202 61 0 21 50 205 36 19 1 254 26 61 206 42 0 43 59 28 47 32 18 18 24 22 61 205 254 221 230 77 80 30 61 192 0 17 57 31 19 202 40 1"	"にゅうだん　おめでとう。
こんどは　ひろしまたいいくかんで
デビューせんが　あるそうだね。"	""
"0001A626"	"6F97"	"00020FA7"	"23 14 19 42 0 26 26 205 28 17 18 42 0 17 56 47 30 61 1"	"きょうは　ここでしあいは　ありません。"	""
"0001A628"	"6FAB"	"00020FBB"	"196 55 18 198 14 19 41 0 48 37 27 47 1 254 47 199 0 42 198 50 38 0 28 61 198 61 122 93 119 80 41 254 221 230 77 80 30 61 22 55 0 42 198 50 47 29 1"	"ごらいじょうの　みなさま。
まず　はじめに　しんじんレスラーの
デビューせんから　はじめます。"	""
"0001A62A"	"6FDB"	"00020FEB"	"32 18 30 61 17 18 35 6 32 21 28 35 0 221 230 77 80 30 61 6 254 28 14 19 56 205 0 22 197 15 35 52 58 65"	"たいせんあいてをたおして　デビューせんを
しょうりで　かざってやれ！"	""
"0001A62C"	"6FFE"	"0002100E"	"26 41 221 230 77 80 30 61 42 0 47 25 55 58 37 18 65 254 200 61 56 14 24 205 0 226 34 22 15 35 52 57 200 65"	"このデビューせんは　まけられない！
ぜんりょくで　ぶつかってやるぜ！"	""
"0001A62E"	"7021"	"00021031"	"21 50 205 36 19 253 0 1 254 23 48 42 0 48 196 36 221 230 77 80 30 61 6 0 28 14 19 56 205 254 22 197 15 32 1 0 27 7 0 214 113 45 22 20 59 19 65"	"おめでとう[FD 00]。
きみは　みごとデビューせんを　しょうりで
かざった。　さぁ　ジムへかえろう！"	""
"0001A630"	"7051"	"00021061"	"29 205 38 0 28 17 18 42 0 21 60 56 47 28 32 1"	"すでに　しあいは　おわりました。"	""
"0001A632"	"7062"	"00021072"	"26 41 24 55 18 22 35 35 0 17 32 56 47 20 202 37 1 254 21 47 20 42 0 247 123 122 93 119 80 38 37 15 32 61 202 65 254 26 58 22 55 42 0 51 15 36 23 17 18 6 18 58 35 18 25 54 65"	"このくらいかてて　あたりまえだな。
おまえは　プロレスラーになったんだ！
これからは　もっときあいをいれていけよ！"	""
"0001A634"	"709C"	"000210AC"	"34 193 41 0 28 17 18 0 32 41 28 48 38 28 35 47 29 54 1"	"つぎの　しあい　たのしみにしてますよ。"	""
"0001A636"	"70B0"	"000210C0"	"34 193 41 28 17 18 41 0 32 18 30 61 17 18 35 42 254 29 196 24 34 54 18 61 202 15 35 40 1 254 26 41 28 17 18 38 22 35 224 0 38 46 61 97 76 125 246 85 125 36"	"つぎのしあいの　たいせんあいては
すごくつよいんだってね。
このしあいにかてば　にほんチャンピオンと"	""
"0001A638"	"70E3"	"000210F3"	"32 32 22 19 26 36 192 0 205 23 57 31 19 202 54 1"	"たたかうことが　できるそうだよ。"	""
"0001A63A"	"70F4"	"00021104"	"34 193 41 0 28 17 18 42 0 82 232 125 100 110 80 121 205 254 52 57 31 19 202 40 1 254 192 61 224 15 35 24 202 27 18 40 1"	"つぎの　しあいは　イベントホールで
やるそうだね。
がんばってくださいね。"	""
"0001A63C"	"711A"	"0002112A"	"23 14 19 42 0 26 26 205 28 17 18 42 0 17 56 47 30 61 1"	"きょうは　ここでしあいは　ありません。"	""
"0001A63E"	"712E"	"0002113E"	"196 55 18 198 14 19 41 0 48 37 27 47 1 254 32 202 18 47 54 56 0 134 128 242 61 18 15 244 61 28 14 19 226 6 254 21 26 37 18 47 29 1"	"ごらいじょうの　みなさま。
ただいまより　６０ぷんいっぽんしょうぶを
おこないます。"	""
"0001A640"	"7159"	"00021169"	"32 18 30 61 17 18 35 6 32 21 28 35 254 38 46 61 97 76 125 246 85 125 36 0 32 32 22 20 57 25 61 56 6 254 19 224 18 36 58 65"	"たいせんあいてをたおして
にほんチャンピオンと　たたかえるけんりを
うばいとれ！"	""
"0001A642"	"7182"	"00021192"	"26 41 28 17 18 0 200 15 32 18 22 32 40 224 65 254 26 26 47 205 23 35 0 47 25 35 32 47 57 22 54 65"	"このしあい　ぜったいかたねば！
ここまできて　まけてたまるかよ！"	""
"0001A644"	"71A3"	"000211B3"	"21 50 205 36 19 253 0 1 254 26 58 205 23 48 42 0 38 46 61 97 76 125 246 85 125 36 254 32 32 22 20 57 0 25 61 56 6 0 35 38 18 58 32 201 1"	"おめでとう[FD 00]。
これできみは　にほんチャンピオンと
たたかえる　けんりを　てにいれたぞ。"	""
