"evPtrOffset"	"evType"	"evOffset"	"evPartOffset"	"codeBytes"	"codeData"	"linesUsed"	"strText"	"translation"
"02A0"	"code"	"29B4"	"29B8"	"7A 0F"	"control7, cCode: 10, value: 15"	""	""	""
"02A4"	"code"	"29BA"	"29BA"	"88 1A"	"bitOps, set bit 2 on var 0x03"	""	""	""
"02A4"	"code"	"29BA"	"29BC"	"76 81"	"control7, cCode: 6, value: 129: Change scene"	""	""	""
"02A8"	"code"	"29BE"	"29BE"	"D0 63"	"screenMode: low res"	""	""	""
"02A8"	"code"	"29BE"	"29C0"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"02A8"	"text"	"29BE"	"29C2"	""	""	"2 275 276 43 44 45"	"Ｃｏｍ：ダイアナ・ガーディス様から通信が入っています。[1F]
スクリーンに表示します。[1F]"	""
"02A8"	"code"	"29BE"	"29CE"	"D0 14"	"screenMode: high res, op: setPortrait = Diana Gaddis"	""	""	""
"02A8"	"code"	"29BE"	"29D0"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02A8"	"text"	"29BE"	"29D2"	""	""	"46 1471 612 1472 974 1473"	"ブライアン、すぐにコロニー２に来て。
バー「ギルバート」で待っているわ。[1F]"	""
"02A8"	"code"	"29BE"	"29DE"	"88 1D"	"bitOps, set bit 5 on var 0x03"	""	""	""
"02AC"	"code"	"29E0"	"29E0"	"30 37"	"skipNextOnBitCheck, bit 7 is clear on var 0x06"	""	""	""
"02AC"	"code"	"29E0"	"29E2"	"76 81"	"control7, cCode: 6, value: 129: Change scene"	""	""	""
"02AC"	"code"	"29E0"	"29E4"	"D0 63"	"screenMode: low res"	""	""	""
"02AC"	"code"	"29E0"	"29E6"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"02AC"	"text"	"29E0"	"29E8"	""	""	"1474 1475 1476 1477 1478"	"Ｃｏｍ：報告します。[1F]
この星では内戦状態が続いており、着陸は危険です。正当な理由がない限り、着陸しない方がよろしいでしょう。[1F]"	""
"02AC"	"code"	"29E0"	"29F2"	"30 36"	"skipNextOnBitCheck, bit 6 is clear on var 0x06"	""	""	""
"02AC"	"code"	"29E0"	"29F4"	"60 05"	"skipCodes: 5 => 2A00"	""	""	""
"02AC"	"code"	"29E0"	"29F6"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02AC"	"code"	"29E0"	"29F8"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02AC"	"text"	"29E0"	"29FA"	""	""	"1479 1480"	"止むを得ないな。
引き揚げるとするか。[1F]"	""
"02AC"	"code"	"29E0"	"29FE"	"0F 00"	"exit"	""	""	""
"02AC"	"code"	"29E0"	"2A00"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02AC"	"code"	"29E0"	"2A02"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02AC"	"text"	"29E0"	"2A04"	""	""	"1042 1481 1482"	"マックスが死ぬ間際に、ここを訪ねるように言い残した。[1F]
それを守らない訳にもいかないだろう。[1F]"	""
"02AC"	"code"	"29E0"	"2A0A"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"02AC"	"text"	"29E0"	"2A0C"	""	""	"1483 1484"	"
_
理由の正当性を認めます。
安全は保証できませんが、着陸の指示に従います。[1F]"	""
"02AC"	"code"	"29E0"	"2A10"	"88 37"	"bitOps, set bit 7 on var 0x06"	""	""	""
"02AC"	"code"	"29E0"	"2A12"	"76 81"	"control7, cCode: 6, value: 129: Change scene"	""	""	""
"02B0"	"code"	"2A14"	"2A14"	"30 1E"	"skipNextOnBitCheck, bit 6 is clear on var 0x03"	""	""	""
"02B0"	"code"	"2A14"	"2A16"	"76 81"	"control7, cCode: 6, value: 129: Change scene"	""	""	""
"02B0"	"code"	"2A14"	"2A18"	"D0 63"	"screenMode: low res"	""	""	""
"02B0"	"code"	"2A14"	"2A1A"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"02B0"	"text"	"2A14"	"2A1C"	""	""	"1474 1485 69 1476 1477 1486 1487"	"Ｃｏｍ：報告します。[1F]
この星では強力な磁気嵐が吹き荒れているため、着陸は危険です。
正当な理由がない限り、船体の保護に関する権利を発動し、着陸を拒否します。[1F]"	""
"02B0"	"code"	"2A14"	"2A2A"	"30 1F"	"skipNextOnBitCheck, bit 7 is clear on var 0x03"	""	""	""
"02B0"	"code"	"2A14"	"2A2C"	"60 05"	"skipCodes: 5 => 2A38"	""	""	""
"02B0"	"code"	"2A14"	"2A2E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02B0"	"code"	"2A14"	"2A30"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02B0"	"text"	"2A14"	"2A32"	""	""	"1488 1480"	"仕方がない。
引き揚げるとするか。[1F]"	""
"02B0"	"code"	"2A14"	"2A36"	"0F 00"	"exit"	""	""	""
"02B0"	"code"	"2A14"	"2A38"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02B0"	"code"	"2A14"	"2A3A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02B0"	"text"	"2A14"	"2A3C"	""	""	"1489 143 1490 1491"	"ここにＶＯＩＤの基地があるとすれば、磁気嵐はカモフラージュだ。[1F]
かまう事はない。このまま突っ込め！！[1F]"	""
"02B0"	"code"	"2A14"	"2A44"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"02B0"	"text"	"2A14"	"2A46"	""	""	"1492"	"
_

指示に従い強行着陸に入ります。[1F]"	""
"02B0"	"code"	"2A14"	"2A48"	"88 1E"	"bitOps, set bit 6 on var 0x03"	""	""	""
"02B0"	"code"	"2A14"	"2A4A"	"76 81"	"control7, cCode: 6, value: 129: Change scene"	""	""	""
"02B4"	"code"	"2A4C"	"2A4C"	"D0 63"	"screenMode: low res"	""	""	""
"02B4"	"code"	"2A4C"	"2A4E"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"02B4"	"code"	"2A4C"	"2A50"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"02B4"	"text"	"2A4C"	"2A52"	""	""	"46 1493 1494"	"ブライアン。
お前は、なかなかのやり手だな。[1F]
お前を少し見直したぞ。[1F]"	""
"02B4"	"code"	"2A4C"	"2A58"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02B4"	"code"	"2A4C"	"2A5A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02B4"	"text"	"2A4C"	"2A5C"	""	""	"1495 143 614 952 1496"	"
何をゴチャゴチャ話してるんだ？ＶＯＩＤがメタルデューンを襲っているんだろう？[1F]"	""
"02B4"	"code"	"2A4C"	"2A66"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"02B4"	"code"	"2A4C"	"2A68"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"02B4"	"text"	"2A4C"	"2A6A"	""	""	"498 1497 21 394 1498"	"あぁ、そうだ。[1F]
これが、シリウス星系行きのパスだ。
それと、今までの報酬の＄８０００だ。[1F]"	""
"02B4"	"code"	"2A4C"	"2A74"	"91 26"	"addVar, var 38 += 1"	""	""	""
"02B4"	"code"	"2A4C"	"2A76"	"8A 5A"	"bitOps, set bit 2 on var 0x4B"	""	""	""
"02B4"	"code"	"2A4C"	"2A78"	"72 50"	"control7, cCode: 2, value: 80: Add money, value x 100"	""	""	""
"02B4"	"code"	"2A4C"	"2A7A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02B4"	"code"	"2A4C"	"2A7C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02B4"	"text"	"2A4C"	"2A7E"	""	""	"502 1499 21 1500"	"確かに受け取った。[1F]
すぐにシリウス星系へ向かう。[1F]"	""
"02B4"	"code"	"2A4C"	"2A86"	"D0 0C"	"screenMode: high res, op: setPortrait = Joshua Aykroyd"	""	""	""
"02B4"	"code"	"2A4C"	"2A88"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"02B4"	"text"	"2A4C"	"2A8A"	""	""	"1501 1502 193 1503"	"そうしてくれ。[1F]
私も数名のハンターを連れて、後から追う事にする。[1F]"	""
"02B8"	"code"	"2A92"	"2A92"	"F0 0A"	"setBGM: 10"	""	""	""
"02B8"	"code"	"2A92"	"2A94"	"D0 34"	"screenMode: high res, op: setBackground = Bar"	""	""	""
"02B8"	"code"	"2A92"	"2A96"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02B8"	"code"	"2A92"	"2A98"	"A6 26"	"textControl, speed: 6, sfx: 38"	""	""	""
"02B8"	"text"	"2A92"	"2A9A"	""	""	"1504 62 1505 1506"	"バー「ファームランド」へようこそ。[1F]
ここは何にも無い所だったんですけどね。[1F]
最近は騒がしくなりましたね。[1F]"	""
"02BC"	"code"	"2AA2"	"2AA2"	"F0 0A"	"setBGM: 10"	""	""	""
"02BC"	"code"	"2AA2"	"2AA4"	"D0 34"	"screenMode: high res, op: setBackground = Bar"	""	""	""
"02BC"	"code"	"2AA2"	"2AA6"	"D0 09"	"screenMode: high res, op: setPortrait = Ed Huey"	""	""	""
"02BC"	"code"	"2AA2"	"2AA8"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"02BC"	"text"	"2AA2"	"2AAA"	""	""	"977 1507 1508 193 1509 1510 193 1511 1512"	"いらっしゃいませ。
バー「ウィスティリア」です。[1F]
_
おや、お客さんもハンターなんですか。[1F]
ウチの常連の中に、ここに住んでるハンターの方がおられるんですけどね。[1F]
このところ、おみえになりませんね。[1F]"	""
"02C0"	"code"	"2ABC"	"2ABC"	"F0 0A"	"setBGM: 10"	""	""	""
"02C0"	"code"	"2ABC"	"2ABE"	"D0 34"	"screenMode: high res, op: setBackground = Bar"	""	""	""
"02C0"	"code"	"2ABC"	"2AC0"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C0"	"code"	"2ABC"	"2AC2"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C0"	"text"	"2ABC"	"2AC4"	""	""	"1513 1514 1515"	"いらっしゃい。
秘密のバー「ウェラムボートクラブ」です。[1F]
_
よくここが見つけられましたね。[1F]"	""
"02C0"	"code"	"2ABC"	"2ACA"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C0"	"code"	"2ABC"	"2ACC"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02C0"	"text"	"2ABC"	"2ACE"	""	""	"1516 1517"	"そんな大した事はないじゃないか。
それで、秘密ってのは何なんだ？[1F]"	""
"02C0"	"code"	"2ABC"	"2AD2"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C0"	"code"	"2ABC"	"2AD4"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C0"	"text"	"2ABC"	"2AD6"	""	""	"1518"	"
それは秘密です。[1F]"	""
"02C0"	"code"	"2ABC"	"2AD8"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C0"	"code"	"2ABC"	"2ADA"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C0"	"text"	"2ABC"	"2ADC"	""	""	"593"	"・・・・・。[1F]"	""
"02C4"	"code"	"2ADE"	"2ADE"	"F0 0A"	"setBGM: 10"	""	""	""
"02C4"	"code"	"2ADE"	"2AE0"	"D0 34"	"screenMode: high res, op: setBackground = Bar"	""	""	""
"02C4"	"code"	"2ADE"	"2AE2"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2AE4"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2AE6"	""	""	"977 1519"	"いらっしゃいませ。
バー「スプレンダー」です。[1F]"	""
"02C4"	"code"	"2ADE"	"2AEA"	"30 6F"	"skipNextOnBitCheck, bit 7 is clear on var 0x0D"	""	""	""
"02C4"	"code"	"2ADE"	"2AEC"	"60 6A"	"skipCodes: 106 => 2BC2"	""	""	""
"02C4"	"code"	"2ADE"	"2AEE"	"30 69"	"skipNextOnBitCheck, bit 1 is clear on var 0x0D"	""	""	""
"02C4"	"code"	"2ADE"	"2AF0"	"60 2D"	"skipCodes: 45 => 2B4C"	""	""	""
"02C4"	"code"	"2ADE"	"2AF2"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2AF4"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2AF6"	""	""	"1520"	"なかなか感じのいい店じゃないか。[1F]"	""
"02C4"	"code"	"2ADE"	"2AF8"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2AFA"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2AFC"	""	""	"1521 1522"	"ありがとうございます。[1F]
何か外が騒がしいようですね。[1F]"	""
"02C4"	"code"	"2ADE"	"2B00"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B02"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B04"	""	""	"1523"	"あぁ、そうだな。[1F]"	""
"02C4"	"code"	"2ADE"	"2B06"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B08"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2B0A"	""	""	"1524"	"頼む、ここに隠れさせてくれ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B0C"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2B0E"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2B10"	""	""	"1525"	"お客さん、どうかなさったんですか？[1F]"	""
"02C4"	"code"	"2ADE"	"2B12"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B14"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2B16"	""	""	"1526"	"追われているんだ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B18"	"D0 1A"	"screenMode: high res, op: setPortrait = Leonov"	""	""	""
"02C4"	"code"	"2ADE"	"2B1A"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"02C4"	"text"	"2ADE"	"2B1C"	""	""	"1527"	"おい、ここに男が逃げてこなかったか？[1F]"	""
"02C4"	"code"	"2ADE"	"2B1E"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2B20"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2B22"	""	""	"1528"	"い、いいえ、知りませんよ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B24"	"D0 1A"	"screenMode: high res, op: setPortrait = Leonov"	""	""	""
"02C4"	"code"	"2ADE"	"2B26"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"02C4"	"text"	"2ADE"	"2B28"	""	""	"1529 1530"	"隠すとタメにならんぞ。[1F]
おい、そこのお前！
お前はどうだ？[1F]"	""
"02C4"	"code"	"2ADE"	"2B2C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B2E"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B30"	""	""	"1531 1532"	"俺か？[1F]
さぁ、どうかな。
人に物をたずねるのなら、それなりの態度があるだろう。[1F]"	""
"02C4"	"code"	"2ADE"	"2B34"	"D0 1A"	"screenMode: high res, op: setPortrait = Leonov"	""	""	""
"02C4"	"code"	"2ADE"	"2B36"	"A4 24"	"textControl, speed: 4, sfx: 36"	""	""	""
"02C4"	"text"	"2ADE"	"2B38"	""	""	"1533"	"な、な、なにぃぃぃぃぃぃッ！！[1F]"	""
"02C4"	"code"	"2ADE"	"2B3A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B3C"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B3E"	""	""	"1534 1535"	"ほう、怒っているのか？[1F]
上等だ。
表にでてやるからかかってこい。[1F]
なんなら、仲間も呼べ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B42"	"D0 1A"	"screenMode: high res, op: setPortrait = Leonov"	""	""	""
"02C4"	"code"	"2ADE"	"2B44"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"02C4"	"text"	"2ADE"	"2B46"	""	""	"1536"	"無事ですむと思うなよ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B48"	"88 69"	"bitOps, set bit 1 on var 0x0D"	""	""	""
"02C4"	"code"	"2ADE"	"2B4A"	"7E 1D"	"control7, cCode: 14, value: 29: Start battle"	""	""	""
"02C4"	"code"	"2ADE"	"2B4C"	"30 6A"	"skipNextOnBitCheck, bit 2 is clear on var 0x0D"	""	""	""
"02C4"	"code"	"2ADE"	"2B4E"	"60 39"	"skipCodes: 57 => 2BC2"	""	""	""
"02C4"	"code"	"2ADE"	"2B50"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B52"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B54"	""	""	"1537"	"片付いたぞ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B56"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B58"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2B5A"	""	""	"1538"	"ありがとうございました。[1F]"	""
"02C4"	"code"	"2ADE"	"2B5C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B5E"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B60"	""	""	"1539"	"どうして追われていたんだ？[1F]"	""
"02C4"	"code"	"2ADE"	"2B62"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B64"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2B66"	""	""	"1540 1541 1542"	"私は、姉と２人で情報屋をしているのですが奴らは何か秘密があるらしいのです。[1F]それを私に知られたと勘違いしているようです。[1F]"	""
"02C4"	"code"	"2ADE"	"2B6C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B6E"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B70"	""	""	"1543"	"気をつけないと、奴らは執拗だぞ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B72"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B74"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2B76"	""	""	"1544"	"えぇ。お店の方にも、ご迷惑をおかけしました。[1F]　"	""
"02C4"	"code"	"2ADE"	"2B78"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2B7A"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2B7C"	""	""	"1545"	"いいえ、お気になさらないで。[1F]　"	""
"02C4"	"code"	"2ADE"	"2B7E"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B80"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2B82"	""	""	"1546 1547 1042 1043 1548 1549 21 1550 21 1551"	"あっ、すっかり申し遅れました。
私は、マックス・トッドといいます。[1F]
これから、シリウス星系へ帰りますがシリウス星系へおいでの際には是非お立ち寄り下さい。[1F]"	""
"02C4"	"code"	"2ADE"	"2B96"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2B98"	"A7 22"	"textControl, speed: 7, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2B9A"	""	""	"1552"	"そうさせてもらうよ。[1F]"	""
"02C4"	"code"	"2ADE"	"2B9C"	"D0 0B"	"screenMode: high res, op: setPortrait = Max Todd"	""	""	""
"02C4"	"code"	"2ADE"	"2B9E"	"A7 23"	"textControl, speed: 7, sfx: 35"	""	""	""
"02C4"	"text"	"2ADE"	"2BA0"	""	""	"1553"	"それでは、これで失礼します。[1F]"	""
"02C4"	"code"	"2ADE"	"2BA2"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2BA4"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2BA6"	""	""	"1554"	"今時珍しく、感じのいい男だったな。[1F]"	""
"02C4"	"code"	"2ADE"	"2BA8"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2BAA"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2BAC"	""	""	"1555 1556"	"えぇ、そうですね。
それにしても、お客さん、お強いんですね。[1F]"	""
"02C4"	"code"	"2ADE"	"2BB0"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02C4"	"code"	"2ADE"	"2BB2"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02C4"	"text"	"2ADE"	"2BB4"	""	""	"1557 1558"	"たいしたことはない。[1F]
そろそろ俺も帰るとしよう。[1F]"	""
"02C4"	"code"	"2ADE"	"2BB8"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2BBA"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2BBC"	""	""	"1559"	"ぜひ、またいらしてね。[1F]"	""
"02C4"	"code"	"2ADE"	"2BBE"	"88 6A"	"bitOps, set bit 2 on var 0x0D"	""	""	""
"02C4"	"code"	"2ADE"	"2BC0"	"0F 00"	"exit"	""	""	""
"02C4"	"code"	"2ADE"	"2BC2"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C4"	"code"	"2ADE"	"2BC4"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C4"	"text"	"2ADE"	"2BC6"	""	""	"1560"	"ゆっくりしていらしてね。[1F]"	""
"02C8"	"code"	"2BC8"	"2BC8"	"F0 0A"	"setBGM: 10"	""	""	""
"02C8"	"code"	"2BC8"	"2BCA"	"D0 34"	"screenMode: high res, op: setBackground = Bar"	""	""	""
"02C8"	"code"	"2BC8"	"2BCC"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C8"	"code"	"2BC8"	"2BCE"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C8"	"text"	"2BC8"	"2BD0"	""	""	"977 1561"	"いらっしゃいませ。
バー「パーク」です。[1F]"	""
"02C8"	"code"	"2BC8"	"2BD4"	"D0 18"	"screenMode: high res, op: setPortrait = Girl_5"	""	""	""
"02C8"	"code"	"2BC8"	"2BD6"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"02C8"	"text"	"2BC8"	"2BD8"	""	""	"1562"	"いつでも、いらして下さいね。[1F]"	""
"02CC"	"code"	"2BDA"	"2BDA"	"88 6B"	"bitOps, set bit 3 on var 0x0D"	""	""	""
"02CC"	"code"	"2BDA"	"2BDC"	"30 6C"	"skipNextOnBitCheck, bit 4 is clear on var 0x0D"	""	""	""
"02CC"	"code"	"2BDA"	"2BDE"	"60 0B"	"skipCodes: 11 => 2BF6"	""	""	""
"02CC"	"code"	"2BDA"	"2BE0"	"38 6E"	"skipNextOnBitCheck, bit 6 is set on var 0x0D"	""	""	""
"02CC"	"code"	"2BDA"	"2BE2"	"60 09"	"skipCodes: 9 => 2BF6"	""	""	""
"02CC"	"code"	"2BDA"	"2BE4"	"D0 07"	"screenMode: high res, op: setPortrait = MechanicShop"	""	""	""
"02CC"	"code"	"2BDA"	"2BE6"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"02CC"	"text"	"2BDA"	"2BE8"	""	""	"1563 1564 1565 1566 1567 1568"	"あんた、前にもこのマーケットで買い物してくれたね？
特別サービスでいい事を教えよう。[1F]
_
バーナード星系の
　　Ｘ：−１２００
　　Ｙ：＋００００
　　Ｚ：＋０４００の座標に行ってごらん。[1F]"	""
"02CC"	"code"	"2BDA"	"2BF4"	"88 6C"	"bitOps, set bit 4 on var 0x0D"	""	""	""
"02D0"	"code"	"2BF6"	"2BF6"	"D0 63"	"screenMode: low res"	""	""	""
"02D0"	"code"	"2BF6"	"2BF8"	"A6 21"	"textControl, speed: 6, sfx: 33"	""	""	""
"02D0"	"text"	"2BF6"	"2BFA"	""	""	"2 1569 1570 1571 1572 69 1394 1573 45 1574 1575 1576"	"Ｃｏｍ：報告します。[1F]
大型の宇宙輸送船がワープアウトして来ました。
メッセージが送られています。[1F]
スクリーンに表示します。[1F]
_
お買い得商品が盛沢山！
スペースキャラバンへようこそ。[1F]
と、いうことです。[1F]"	""
"02D0"	"code"	"2BF6"	"2C12"	"79 12"	"control7, cCode: 9, value: 18"	""	""	""
"02D0"	"code"	"2BF6"	"2C14"	"7B FF"	"control7, cCode: 11, value: 255"	""	""	""
"02D0"	"code"	"2BF6"	"2C16"	"8B E3"	"bitOps, set bit 3 on var 0x7C"	""	""	""
"02D4"	"code"	"2C18"	"2C18"	"79 12"	"control7, cCode: 9, value: 18"	""	""	""
"02D4"	"code"	"2C18"	"2C1A"	"7B 00"	"control7, cCode: 11, value: 0"	""	""	""
"02D4"	"code"	"2C18"	"2C1C"	"76 02"	"control7, cCode: 6, value: 2: Change scene"	""	""	""
"02D8"	"null"	"2C1E"	""	""	""	""	""	""
"02DC"	"null"	"2C1E"	""	""	""	""	""	""
"02E0"	"code"	"2C1E"	"2C1E"	"F0 08"	"setBGM: 8"	""	""	""
"02E0"	"code"	"2C1E"	"2C20"	"D0 63"	"screenMode: low res"	""	""	""
"02E0"	"code"	"2C1E"	"2C22"	"D0 0A"	"screenMode: high res, op: setPortrait = David Gede"	""	""	""
"02E0"	"code"	"2C1E"	"2C24"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"02E0"	"text"	"2C1E"	"2C26"	""	""	"46 826"	"ブライアン！[1F]"	""
"02E0"	"code"	"2C1E"	"2C2A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"02E0"	"code"	"2C1E"	"2C2C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"02E0"	"text"	"2C1E"	"2C2E"	""	""	"638 209 758"	"あぁ、ゲーデか。[1F]"	""
"02E0"	"code"	"2C1E"	"2C34"	"D0 0A"	"screenMode: high res, op: setPortrait = David Gede"	""	""	""
