"ptrOffset"	"ptrBytes"	"strOffset"	"type"	"name"	"name_translation"	"strText"	"translation"
"0000EDE3"	"73E7"	"000115E7"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"クロネンバ―グさん・・・"	""
"0000EDE7"	"73F4"	"000115F4"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"がんばって　くださいね。"	""
"0000EDEB"	"7401"	"00011601"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"すべてが　かいけつされれば　きっとまた
へいわが　もどってくるさ・・・"	""
"0000EDEF"	"7425"	"00011625"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"またひとり・・・"	""
"0000EDF3"	"742E"	"0001162E"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"やくしょに　たいせつな　しょるいを　と
りにきたんだ。"	""
"0000EDF7"	"744A"	"0001164A"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"たしかにかいはつで　ワイロがわたったと
いううわさはあったが　それはデマじゃ。
わかった。　うるさいおんなだ　きょうか
いに　かえればいいんじゃろう。"	""
"0000EDFB"	"7496"	"00011696"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"すまん　こんなときに　かいはつが　どう
のこうのといって・・・"	""
"0000EDFF"	"74B6"	"000116B6"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"いままで　だまっていた　ことなんだが　
じつは　やくしょのおくの　ほかんしつに
あかずのとびらが　あるんじゃ。"	""
"0000EE03"	"74EE"	"000116EE"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"やはり　ちかどうの　いずみは　トリック
か・・・？"	""
"0000EE07"	"7508"	"00011708"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"ブラウニングいちぞくは　いったいどこか
ら　あらわれたのか・・・？
もくてきは・・・？"	""
"0000EE0B"	"7534"	"00011734"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"・・・"	""
"0000EE0F"	"7538"	"00011738"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"クリ―チャ―どもを　はやく　かたづけて
くれよ。"	""
"0000EE13"	"7551"	"00011751"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"そう　きを　おとすな・・・"	""
"0000EE17"	"755F"	"0001175F"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"でんせつの　６つのひかりをもつ　えいゆ
うが　おまえのような　おんなのことして
ふっかつ　するとわな。"	""
"0000EE1B"	"7593"	"00011793"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"ライラ　きを　おとすな・・・"	""
"0000EE1F"	"75A2"	"000117A2"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"がんばってね。"	""
"0000EE23"	"75AA"	"000117AA"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"・・・"	""
"0000EE27"	"75AE"	"000117AE"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"ほらっ　トランキライザ―だ。　もってい
きな。　ところで　キャッスルは　どうし
たんだ。　いせきに　いったきり・・・"	""
"0000EE2B"	"75E9"	"000117E9"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"キャッスルも　やられたのか。"	""
"0000EE2F"	"75F8"	"000117F8"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"ライラ。　クロネンバ―グのしを　むだに
するな。"	""
"0000EE33"	"7611"	"00011811"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"がんばれよ！"	""
"0000EE37"	"7618"	"00011818"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"ライラ　がんばるのよ。"	""
"0000EE3B"	"7624"	"00011824"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"さいごの　ちからで　あなたに・・・ＰＳ
しょりを　かけてみるわ・・・"	""
"0000EE3F"	"7647"	"00011847"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"これで　あなたの　ＰＳのうりょくは・・
・　よりこうかてきに・・・うつ・・・ラ
イラ・・・"	""
"0000EE43"	"7675"	"00011875"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"かのじょは　やすらかなねむりについた。"	""
"0000EE47"	"7689"	"00011889"	"dialogue"	"　　　　　　　
スティ―ブン　
"	""	"ライラさんのけんとうを　いのってます。"	""
"0000EE4B"	"769D"	"0001189D"	"dialogue"	"　　　　　　　
キャスル　　　
"	""	"クリ―チャ―にやられた　キャッスルのし
たいが　あった・・・。　そして　かれの
そばには　バズ―カが　あった。"	""
"0000EE4F"	"76D5"	"000118D5"	"dialogue"	"　　　　　　　
キャスル　　　
"	""	"そこには　キャッスルの　したいがある。"	""
"0000EE53"	"76E9"	"000118E9"	"dialogue"	""	""	"ドアは　とじている。"	""
"0000EE57"	"76F4"	"000118F4"	"dialogue"	""	""	"ドアが　ひらいた！"	""
"0000EE5B"	"76FE"	"000118FE"	"dialogue"	""	""	"としょかんあとの　ようだ。"	""
"0000EE5F"	"770C"	"0001190C"	"dialogue"	""	""	"かたくとざされた　とびらがある。　この
さきが　よみのみち　なのだろうか？"	""
"0000EE63"	"7732"	"00011932"	"dialogue"	""	""	"５つめの　メダリオンを　てにいれた。"	""
"0000EE67"	"7745"	"00011945"	"dialogue"	""	""	"ＭＡＸ―ＭＦちが　２５５になった！"	""
"0000EE6B"	"7757"	"00011957"	"dialogue"	""	""	"パスワ―ドを　みますか？
　みる(ＰＡＳＳＷＯＲＤ)
　みない(ＣＯＮＴＩＮＵＥ)"	""
"0000EE6F"	"7781"	"00011981"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"よくごぶじで。"	""
"0000EE73"	"7789"	"00011989"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"きょうかいに　こんなものが？"	""
"0000EE77"	"7798"	"00011998"	"dialogue"	"　　　　　　　
カ―ペンタ―　
"	""	"かみのごかごが　ありますことを。　やは
り　いじげんのいりぐちは　いせきでした
か。　ライラさん　いそいでください。"	""
"0000EE7B"	"77D3"	"000119D3"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"しなないでね。"	""
"0000EE7F"	"77DB"	"000119DB"	"dialogue"	"　　　　　　　
キャリ―　　　
"	""	"６つ　そろったわね。"	""
"0000EE83"	"77E6"	"000119E6"	"dialogue"	"　　　　　　　
フランクリン　
"	""	"がんばれよ！"	""
"0000EE87"	"77ED"	"000119ED"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"わたしたちが　いきのこらなければ・・・"	""
"0000EE8B"	"7801"	"00011A01"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"ちずをみると　いままでの　５つのメダリ
オンが　ブラウニングの　もんしょうの　
かたちに・・・　えっ？　キャロル　なに
を　もっているの？"	""
"0000EE8F"	"7847"	"00011A47"	"dialogue"	"　　　　　　　
ジャネツト　　
"	""	"キャロルの　ためにも　がんばって。"	""
"0000EE93"	"7859"	"00011A59"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"おうちに　かえりたい。"	""
"0000EE97"	"7865"	"00011A65"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"このじゅうじかをもって　たたかって。"	""
"0000EE9B"	"7878"	"00011A78"	"dialogue"	"　　　　　　　
キャロル　　　
"	""	"がんばってね。"	""
"0000EE9F"	"7880"	"00011A80"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"くすりですか？　どうぞ。"	""
"0000EEA3"	"788D"	"00011A8D"	"dialogue"	"　　　　　　　
パトリック　　
"	""	"きぼうを　おれたちに　みせてくれ！"	""
"0000EEA7"	"789F"	"00011A9F"	"dialogue"	"　　　　　　　
ウェルズ　　　
"	""	"このまちをすくえるのは　あんただけだ。
がんばってくれ。"	""
"0000EEAB"	"78BC"	"00011ABC"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"のこりのメダリオンは　いったいどこに？"	""
"0000EEAF"	"78D0"	"00011AD0"	"dialogue"	"　　　　　　　
ホイットマン　
"	""	"こうじで　６つのもんしょうの　しるしが
くずされたために　いじげんのいりぐちが
ひらいて　しまったんだ。"	""
"0000EEB3"	"7905"	"00011B05"	"dialogue"	"　　　　　　　
ピ―タ―　　　
"	""	"しぬなよ！"	""
"0000EEB7"	"790B"	"00011B0B"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"あと１つで　６つのひかりが　そろうわけ
じゃな。"	""
"0000EEBB"	"7924"	"00011B24"	"dialogue"	"　　　　　　　
オマド―ン　　
"	""	"６つのひかりが　そろったいま　じゃあく
な　よみのみちを　もういちど　ふういん
するのじゃ。"	""
"0000EEBF"	"7953"	"00011B53"	"dialogue"	"　　　　　　　
フラン　　　　
"	""	"がんばってね。"	""
"0000EEC3"	"795B"	"00011B5B"	"dialogue"	"　　　　　　　
キャメロン　　
"	""	"しぬなよ！"	""
"0000EEC7"	"7961"	"00011B61"	"dialogue"	"　　　　　　　
クロネンバ―グ
"	""	"そこには　クロネンバ―グの　したいがあ
る。"	""
"0000EECB"	"7978"	"00011B78"	"dialogue"	"　　　　　　　
スティ―ブン　
"	""	"しょうりを　いのってます。"	""
"0000EECF"	"7986"	"00011B86"	"dialogue"	""	""	"そこには　じゅうじかが　ある。"	""
"0000EED3"	"7996"	"00011B96"	"dialogue"	""	""	"そのじゅうじかが　ひかりを　はなちはじ
めた。"	""
"0000EED7"	"79AE"	"00011BAE"	"dialogue"	""	""	"じゅうじかの　なかから　メダリオンが　
みつかった。"	""
"0000EEDB"	"79C9"	"00011BC9"	"dialogue"	""	""	"おともなく　ひかりはおさまった。"	""
"0000EEDF"	"79DA"	"00011BDA"	"dialogue"	""	""	"どこからか　こえが　きこえてきた。
６つのひかりで　よみのみちを　ふういん
せよ。"	""
"0000EEE3"	"7A04"	"00011C04"	"dialogue"	""	""	"としょかんあとの　ようだ。"	""
"0000EEE7"	"7A12"	"00011C12"	"dialogue"	""	""	"ここが　よみのみちの　ようだ。"	""
"0000EEEB"	"7A22"	"00011C22"	"dialogue"	""	""	"ついに　よみのみちへの　いりぐちは　ひ
らかれた。"	""
"0000EEEF"	"7A3C"	"00011C3C"	"dialogue"	""	""	"パスワ―ドを　みますか？
　みる(ＰＡＳＳＷＯＲＤ)
　みない(ＣＯＮＴＩＮＵＥ)"	""
"0000EEF3"	"7A66"	"00011C66"	"dialogue"	"　　　　　　　
サンドラ　　　
"	""	"がんばって　くださいね。"	""
"0000E4A7"	"7A73"	"00011C73"	"other"	""	""	"しょくりょう　を　てにいれた。"	""
"0000E4A9"	"7A83"	"00011C83"	"other"	""	""	"いやくひん　を　てにいれた。"	""
"0000E4AB"	"7A92"	"00011C92"	"other"	""	""	"トランキライザ―　を　てにいれた。"	""
"0000E4AD"	"7AA4"	"00011CA4"	"other"	""	""	"だんやく　を　てにいれた。"	""
"0000E4AF"	"7AB2"	"00011CB2"	"other"	""	""	"はは　の　しゃしん　を　てにいれた。"	""
"0000E4B1"	"7AC5"	"00011CC5"	"other"	""	""	"だい２のカギ　を　てにいれた。"	""
"0000E4B3"	"7AD5"	"00011CD5"	"other"	""	""	"むせんき　を　てにいれた。"	""
"0000E4B5"	"7AE3"	"00011CE3"	"other"	""	""	"メダリオンＢ　を　てにいれた。"	""
"0000E4B7"	"7AF3"	"00011CF3"	"other"	""	""	"メダリオンＤ　を　てにいれた。"	""
"0000E4B9"	"7B03"	"00011D03"	"other"	""	""	"メダリオンＦ　を　てにいれた。"	""
"0000E4BB"	"7B13"	"00011D13"	"other"	""	""	"ライフル　を　てにいれた。"	""
"0000E4BD"	"7B21"	"00011D21"	"other"	""	""	"バズ―カ　を　てにいれた。"	""
"0000E4BF"	"7B2F"	"00011D2F"	"other"	""	""	"ショットガン　を　てにいれた。"	""
"0000E4C1"	"7B3F"	"00011D3F"	"other"	""	""	"マシンガン　を　てにいれた。"	""
"0000E4C3"	"7B4E"	"00011D4E"	"other"	""	""	"グレネ―ドランチャ―　を　てにいれた。"	""
"0000E4C5"	"7B62"	"00011D62"	"other"	""	""	"フレイムスロ―ワ―　を　てにいれた。"	""
"0000E4C7"	"7B75"	"00011D75"	"other"	""	""	"カギ　を　てにいれた。"	""
"0000E4C9"	"7B81"	"00011D81"	"other"	""	""	"はしご　を　てにいれた。"	""
"0000E4CB"	"7B8E"	"00011D8E"	"other"	""	""	"おまもり　を　てにいれた。"	""
"0000E4CD"	"7B9C"	"00011D9C"	"other"	""	""	"ア―マ―　を　てにいれた。"	""
"0000E4CF"	"7BAA"	"00011DAA"	"other"	""	""	"メダリオンＡ　を　てにいれた。"	""
"0000E4D1"	"7BBA"	"00011DBA"	"other"	""	""	"メダリオンＣ　を　てにいれた。"	""
"0000E4D3"	"7BCA"	"00011DCA"	"other"	""	""	"メダリオンＥ　を　てにいれた。"	""
"0000E4D5"	"7BDA"	"00011DDA"	"other"	""	""	"ライト　を　てにいれた。"	""
"0000E4D7"	"7BE7"	"00011DE7"	"other"	""	""	"ガスマスク　を　てにいれた。"	""
"0000E4D9"	"7BF6"	"00011DF6"	"other"	""	""	""	""
